,Handle,Title,Type,description,craft,fabric,color,Product Types,Description
50,nahla-sharara-set-3524,Nahla Sharara Set,Sharara Set,"This sage green sharara in pure silk organza is paired with a matching pure georgette strappy bustier and a greenish-white pure georgette cape featuring a boat neckline. The set features multicolour silk thread and sequin embroidery with scallop and cutwork detailing, further enhanced with beads and zari. It is finished with Swarovski crystals and contrast piping.","Thread Embroidery, Sequin Embroidery, Bead Work, Zari Work, Cut Work, Scalloping, Swarovski","Silk, Organza, Georgette","Green, White",Sharara Set,
51,hafsa-sharara-set-3523,Hafsa Sharara Set,Sharara Set,"This pastel pink sharara in pure silk organza is paired with a front open top with V neckline and three quarter sleeves and a matching dupatta. The set features multicolour silk threads, zari and sequin embroidery with bead and cut work, finished with Swarovski crystals and lace detailing.","Thread Embroidery, Sequin Embroidery, Bead Work, Zari Work, Swarovski","Silk, Organza",Pink,Sharara Set,"The dress is a light pink, two-piece outfit consisting of a tunic and palazzo pants, featuring intricate floral embroidery in gold, blue, and yellow around the V-neckline, front opening, hemline of the tunic, and down the sides of the palazzo pants, with the tunic having three-quarter sleeves with embroidered cuffs.
"
52,aeeba-saree-set-3522,Aeeba Saree Set,Saree Set,"This ice blue saree in pure georgette is paired with a sweetheart neckline blouse. The set features sequin embroidery with multi colour silk threads and aari embroidery, enhanced with pearls and beads. It is finished with cut work detailing and Swarovski crystals.","Sequin Embroidery, Thread Embroidery, Aari Embroidery, Pearl Work, Bead Work, Cut Work, Swarovski",Georgette,Blue,Saree Set,"The dress is a light gray saree with a sleeveless blouse, featuring intricate floral embroidery in shades of pink and gold along the borders and scattered throughout the body of the saree, the edges of the saree have a scalloped design.
"
53,bahar-saree-set-3521,Bahar Saree Set,Saree Set,"This white beige saree in pure georgette is paired with a halter neck blouse. The set features sequin and aari embroidery, enhanced with pearls and Swarovski crystals. It is finished with matching piping and lace detailing.","Sequin Embroidery, Aari Embroidery, Pearl Work, Swarovski",Georgette,"White, Beige",Saree Set,"The dress is a light beige saree with intricate white embroidery in a floral or vine-like pattern scattered across the fabric, featuring a delicate beaded or lace trim along the edges.
"
54,nimra-saree-set-3520,Nimra Saree Set,Saree Set,"This light yellow saree in pure chiffon is paired with a strappy bustier. The set features sequin and aari embroidery, enhanced with zari and beads. It is finished with matching piping and Swarovski crystal hangings along the hemline.","Sequin Embroidery, Aari Embroidery, Zari Work, Swarovski","Chiffon, Tissue, Banarasi",Yellow,Saree Set,"The dress is a light yellow saree with intricate silver embroidery in floral and vine patterns, featuring a delicate border with small embellishments.
"
55,bahia-saree-set-3518,Bahia Saree Set,Saree Set,"This light yellow saree in pure georgette is paired with a strappy sweetheart-neck bustier and a matching cape. The set features appliqué and dabka work, outlined with zari embroidery and enhanced with beads. It is finished with matching piping and Swarovski crystals along the hemline.","Applique Work, Dabka Work, Zari Work, Bead Work, Swarovski",Georgette,Yellow,Saree Set,"The dress is a light yellow saree with floral embroidery along the borders and scattered throughout the fabric, accompanied by a matching cape featuring similar floral embroidery and beaded fringe detailing.
"
56,zara-saree-set-3517,Zara Saree Set,Saree Set,"This pastel yellow saree in pure silk organza is paired with a raw silk corset blouse. It features sequin embroidery and appliqué work, highlighted with zari detailing and bead accents. The ensemble is finished with contrast piping and Swarovski crystals along the hemline.","Sequin Embroidery, Applique Work, Bead Work, Zari Work, Swarovski","Silk, Organza, Raw Silk",Yellow,Saree Set,"The dress is a light yellow saree with silver floral embroidery throughout, featuring a silver border along the edges and a strapless blouse with intricate silver detailing.
"
57,meher-saree-set-3516,Meher Saree Set,Saree Set,"This sage green saree in pure silk organza is paired with a raw silk , peplum-style sleeveless blouse featuring a V neckline. The set showcases 3D embroidery combined with silk thread work, enhanced with sequins and beads. It is finished with matching piping and Swarovski crystals along the hemline.","3D Embroidery, Thread Embroidery, Sequin Embroidery, Bead Work, Swarovski","Silk, Organza, Raw Silk",Green,Saree Set,"The dress is a light green saree with intricate floral embroidery along the borders and scattered throughout the fabric, featuring a sleeveless blouse with matching embroidery around the neckline.
"
58,nazia-saree-set-3515,Nazia Saree Set,Saree Set,"This greenish-white saree in pure georgette is paired with a raw silk blouse featuring a sweetheart neckline and elbow-length sleeves. The set showcases silk threads and sequin embroidery, further enhanced with pearls and beads. It is finished with matching piping and delicate pearl detailing along the hem.","Thread Embroidery, Sequin Embroidery, Bead Work","Georgette, Raw Silk","White, Green",Saree Set,"The dress is a light beige saree with a pink embroidered border and scattered pink floral embroidery throughout the fabric, paired with a matching short-sleeved blouse that also features similar embroidery on the sleeves.
"
59,diya-jumpsuit-3541,Diya Jumpsuit,Jumpsuit,"This pastel pink jumpsuit in pure chiffon is paired with a full-sleeved jacket crafted from pure silk organza. The set features intricate silk thread embroidery and appliqué work, highlighted with delicate pitta work, sequin detailing and bead embellishments. It is finished with cotton thread hangings, Swarovski crystals, and matching piping.","Applique Work, Thread Embroidery, Sequin Embroidery, Pitta Work, Thread Embroidery, Swarovski, Bead Work, Pearl Work","Chiffon, Silk, Organza",Pink,Jumpsuit,"The dress is a light pink, floor-length gown with a V-neckline and a matching open-front jacket that features intricate embroidery and beaded detailing, including chevron patterns and tassel accents.
"
60,soraya-cape-set-3536,Soraya Cape Set,Cape Set,"This ice blue cape set features a pure georgette corset top, a draped skirt and a front open pure georgette jacket style cape with full sleeves. The set features cotton thread embroidery with pearl work, enhanced with aari embroidery and bead work. It is finished with matching piping with scallops, beads and Swarovski crystals as hangings at the hem of the cape.","Thread Embroidery, Pearl Work, Bead Work, Swarovski",Georgette,Blue,Cape Set,"The dress is a three-piece set featuring a light gray bustier top with delicate floral embroidery, a matching long, flowing skirt with pleated detailing and a decorative waistband adorned with floral embellishments, and a light gray open-front jacket with long sleeves, floral embroidery along the edges, and beaded fringe accents.
"
61,rihab-short-kurta-set-3533,Rihab Short Kurta Set,Short Kurta Set,"This ice blue short kurta in pure georgette features a touch neckline with a slit and loose-fit full sleeves. It is paired with a Pakistani salwar and a pure silk organza dupatta. The set showcases aari and sequin embroidery, enhanced with beads, and is finished with matching piping and Swarovski crystals.","Sequin Embroidery, Bead Work, Swarovski","Georgette, Organza, Silk",Blue,Kurta Set,"The dress is a light grey three-piece suit featuring a long-sleeved kurta with a round neckline and a small slit at the center, adorned with intricate gold embroidery around the neckline, sleeves, and hem, along with scattered floral motifs and small embellishments throughout the kurta, paired with wide-legged trousers that also have embroidered detailing at the hem, and a matching dupatta with embroidered borders and floral patterns.
"
62,zora-long-kurta-set-3532,Zora Long Kurta Set,Long Kurta Set,"This pastel pink long kurta in pure georgette features a touch neckline with a slit and full sleeves. It is paired with straight-fit pants and a pure silk organza dupatta. The set showcases silk thread, sequin, and aari embroidery with zari and dabka work, enhanced with beads. It is finished with matching piping, Swarovski crystals, and lace detailing.","Thread Embroidery, Zari Work, Sequin Embroidery, Dabka Work, Bead Work, Swarovski","Georgette, Organza, Silk",Pink,Kurta Set,"The dress is a light pink salwar kameez with a V-neckline, featuring intricate silver floral embroidery around the neckline, sleeves, and hem, complemented by a delicate geometric pattern throughout the fabric and a matching dupatta with embroidered borders.
"
63,ajoor-long-anarkali-set-3530,Ajoor Long Anarkali Set,Long Anarkali Set,"This light yellow long anarkali in pure silk organza features a V-neckline and bell sleeves. It is paired with palazzo pants and a pure silk organza dupatta. The set showcases multicolour silk thread and sequin embroidery, enhanced with beads. It is finished with contrast piping and Swarovski crystal detailing.","Thread Embroidery, Sequin Embroidery, Bead Work, Swarovski","Organza, Silk",Yellow,Anarkali Set,"The dress is a light yellow Anarkali suit with a V-neckline, featuring intricate pink floral embroidery with green leaves and gold accents around the neckline, bodice, sleeves, and hem, complemented by a matching dupatta with similar floral embroidery and a pink border.
"
64,khizra-long-anarkali-set-3529,Khizra Long Anarkali Set,Long Anarkali Set,"This white-beige long anarkali in handwoven silk chanderi striped doria features a mandarin collar with a slit and full sleeves. It is paired with a pure lycra crepe churidhar and a white-beige pure silk organza dupatta. The set showcases silk thread, sequin, and aari embroidery with zari and dabka work, enhanced with beads. It is finished with matching piping and mirror hangings at the hem of the dupatta.","Thread Embroidery, Zari Work, Sequin Embroidery, Dabka Work, Bead Work","Chanderi, Organza, Silk, Crepe","Beige, White",Anarkali Set,
